filename,subregion_time,skip_time,num_makeup_region,num_subregion_with_annot,total_listen_time,num_extra_region,silence_time,num_surplus_region,surplus_time,makeup_time,extra_time,extra_time_hour,makeup_time_hour,surplus_time_hour,silence_time_hour,subregion_time_hour,skip_time_hour,skip_silence_overlap_hour,end_time_hour,total_listen_time_hour,silence_raw_hour,subregion_raw_hour,num_raw_subregion,subregions,positions,ranks,counts,removals
06_08_sparse_code.cha,14400000,3196610,1,4,14405470,0,0,0,0,3202080,0,0.0,0.89,0.0,0.0,4.0,0.89,0.0,12.4,4.0,1.61,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '2', '1', '5', '3']","[7, 153, 58, 59, 99]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
06_09_sparse_code.cha,14400000,2081440,1,4,13364870,0,14480,0,0,1060790,0,0.0,0.29,0.0,0.0,4.0,0.58,0.0,14.01,3.71,2.89,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '1', '4', '2', '5']","[139, 90, 72, 60, 28]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
06_10_sparse_code.cha,14400000,973260,1,4,14447670,0,0,0,0,1020930,0,0.0,0.28,0.0,0.0,4.0,0.27,0.0,16.0,4.01,7.62,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '5', '4', '2', '3']","[78, 30, 42, 54, 99]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
06_11_sparse_code.cha,14400000,445680,1,4,14376660,0,0,0,0,422340,0,0.0,0.12,0.0,0.0,4.0,0.12,0.0,16.0,3.99,2.85,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']","[88, 17, 72, 116, 62]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
06_12_sparse_code.cha,14400000,0,1,4,14400840,0,98440,0,0,99280,0,0.0,0.03,0.0,0.03,4.0,0.0,0.0,16.0,4.0,7.13,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '4', '1', '2', '5']","[51, 58, 45, 52, 3]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
06_13_sparse_code.cha,14400000,0,1,4,14747940,0,131300,0,0,479240,0,0.0,0.13,0.0,0.04,4.0,0.0,0.0,16.0,4.1,8.29,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '5', '4', '1', '2']","[66, 29, 81, 230, 70]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
06_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,7.81,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '4', '1', '2', '5']","[96, 0, 104, 138, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
06_15_sparse_code.cha,10800000,0,0,3,10136730,0,663270,0,0,0,0,0.0,0.0,0.0,0.18,3.0,0.0,0.0,16.0,2.82,10.9,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '1', '3', '4', '5']","[104, 173, 89, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
06_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,7.82,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '4', '5', '3', '2']","[216, 0, 0, 123, 195]","['', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '']"
06_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.58,3.0,2.52,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']","[0, 175, 0, 90, 84]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
07_06_sparse_code.cha,0,0,0,0,27446250,0,30153740,0,0,0,0,0.0,0.0,0.0,8.38,0.0,0.0,0.0,16.0,7.62,8.38,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
07_07_sparse_code.cha,0,16540370,0,0,41059620,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,16.0,11.41,0.0,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
07_08_sparse_code.cha,14400000,1149000,1,4,19381950,0,0,4,4933920,1197030,0,0.0,0.33,1.37,0.0,4.0,0.32,0.0,14.44,5.38,2.69,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['5', '2', '4', '1', '3']","[38, 75, 119, 114, 115]","['Subregion removed for overlapping with surplus', '', '', '', '']"
07_09_sparse_code.cha,14400000,14370,1,4,15306730,0,73250,0,0,979980,0,0.0,0.27,0.0,0.02,4.0,0.0,0.0,16.0,4.25,5.23,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '3', '5', '2']","[134, 61, 97, 66, 77]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
07_10_sparse_code.cha,14399000,0,0,4,14399000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.87,4.0,3.05,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '1', '5', '3', '4']","[85, 70, 0, 213, 52]","['', '', 'Subregion removed for not having any annotations', '', '']"
07_11_sparse_code.cha,14400000,688210,1,4,14007400,0,391110,0,0,686720,0,0.0,0.19,0.0,0.11,4.0,0.19,0.0,16.0,3.89,2.36,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '3', '2', '4', '1']","[81, 124, 48, 9, 59]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
07_12_sparse_code.cha,14399000,2172480,1,4,14616750,1,0,0,0,1956970,433260,0.12,0.54,0.0,0.0,4.0,0.6,0.0,8.25,4.06,2.05,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '2', '3', '4', '5']","[99, 50, 56, 27, 41]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
07_13_sparse_code.cha,14400000,1893880,1,4,13771560,1,0,0,0,1022680,242760,0.07,0.28,0.0,0.0,4.0,0.53,0.0,8.78,3.83,2.62,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '2', '5', '1', '4']","[99, 130, 24, 70, 64]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
07_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.57,3.0,0.92,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']","[60, 0, 93, 0, 114]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
07_16_sparse_code.cha,10799990,821390,1,3,10817990,0,822490,0,0,840490,0,0.0,0.23,0.0,0.23,3.0,0.23,0.23,12.89,3.0,3.54,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '1', '3', '5', '4']","[119, 94, 68, 20, 0]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', 'Subregion removed for not having any annotations']"
07_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.5,3.0,1.94,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']","[0, 27, 0, 99, 109]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
08_06_sparse_code.cha,0,24031430,0,0,16742930,0,16825630,0,0,0,0,0.0,0.0,0.0,4.67,0.0,6.68,0.0,16.0,4.65,4.67,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
08_07_sparse_code.cha,0,0,0,0,44562900,0,13037090,0,0,0,0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,16.0,12.38,3.62,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
08_08_sparse_code.cha,14399999,658420,0,4,14823289,1,0,0,0,0,1081710,0.3,0.0,0.0,0.0,4.0,0.18,0.0,16.0,4.12,6.03,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']","[79, 141, 89, 65, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
08_09_sparse_code.cha,14400000,3680410,1,4,14351070,1,92230,0,0,3599520,124190,0.03,1.0,0.0,0.03,4.0,1.02,0.0,16.0,3.99,5.05,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '3', '1', '2', '4']","[52, 45, 30, 70, 68]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
08_10_sparse_code.cha,14400000,0,0,4,24211080,0,0,2,9811080,0,0,0.0,0.0,2.73,0.0,4.0,0.0,0.0,16.0,6.73,1.19,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '4', '2', '3', '1']","[103, 91, 25, 68, 132]","['Subregion removed for overlapping with surplus', '', '', '', '']"
08_11_sparse_code.cha,14400000,3388320,1,4,14548160,0,63520,0,0,3600000,0,0.0,1.0,0.0,0.02,4.0,0.94,0.0,16.0,4.04,2.29,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']","[67, 95, 94, 156, 145]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
08_12_sparse_code.cha,17999000,1908870,1,5,16690270,0,0,0,0,600140,0,0.0,0.17,0.0,0.0,5.0,0.53,0.0,16.0,4.64,6.7,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '1', '3', '2', '4']","[28, 104, 185, 156, 74]","['', '', '', '', '']"
08_13_sparse_code.cha,14400000,2051450,1,4,14156700,0,0,0,0,1808150,0,0.0,0.5,0.0,0.0,4.0,0.57,0.0,16.0,3.93,4.44,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']","[45, 84, 53, 192, 149]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
08_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.14,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']","[140, 85, 0, 142, 0]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations']"
08_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,6.13,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '3', '4', '1', '2']","[0, 248, 0, 266, 208]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
08_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,5.19,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '3', '5', '2', '1']","[0, 166, 0, 163, 215]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
08_17_sparse_code.cha,10800000,72700,0,3,10727210,0,72790,0,0,0,0,0.0,0.0,0.0,0.02,3.0,0.02,0.02,16.0,2.98,6.94,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']","[214, 0, 240, 0, 122]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
09_06_sparse_code.cha,0,0,0,0,31892890,0,25707100,0,0,0,0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,16.0,8.86,7.14,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
09_07_sparse_code.cha,0,0,0,0,36889890,0,20710100,0,0,0,0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,16.0,10.25,5.75,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
09_08_sparse_code.cha,14400000,328510,1,4,16144650,0,328510,0,0,2073160,0,0.0,0.58,0.0,0.09,4.0,0.09,0.09,11.92,4.48,3.92,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '5', '3', '2', '4']","[133, 34, 22, 78, 109]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
09_09_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.63,4.0,1.71,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '3', '2', '5', '4']","[64, 67, 104, 0, 105]","['', '', '', 'Subregion removed for not having any annotations', '']"
09_10_sparse_code.cha,14400000,0,1,4,15214270,0,1375710,0,0,2189980,0,0.0,0.61,0.0,0.38,4.0,0.0,0.0,16.0,4.23,3.72,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']","[119, 53, 55, 17, 42]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
09_11_sparse_code.cha,14400000,800160,1,4,14402370,0,0,0,0,802530,0,0.0,0.22,0.0,0.0,4.0,0.22,0.0,16.0,4.0,2.94,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '5', '1', '4', '3']","[41, 7, 30, 29, 64]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
09_12_sparse_code.cha,14400000,2633540,1,4,16429260,2,2488920,0,0,1512630,3599970,1.0,0.42,0.0,0.69,4.0,0.73,0.57,16.0,4.56,6.4,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']","[66, 29, 66, 59, 113]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
09_13_sparse_code.cha,14400000,774320,1,4,14037200,0,1306070,0,0,943270,0,0.0,0.26,0.0,0.36,4.0,0.22,0.22,16.0,3.9,8.3,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '3', '5', '1', '4']","[88, 91, 32, 56, 93]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
09_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,9.22,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']","[27, 0, 69, 134, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
09_15_sparse_code.cha,10800000,2365190,1,3,10591510,0,203050,0,0,2359750,0,0.0,0.66,0.0,0.06,3.0,0.66,0.0,9.8,2.94,1.99,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '5', '1', '4', '3']","[77, 0, 32, 65, 77]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for having a nested makeup or surplus region', '']"
09_16_sparse_code.cha,10800000,1925050,1,3,10764800,0,0,0,0,1889850,0,0.0,0.52,0.0,0.0,3.0,0.53,0.0,9.01,2.99,1.39,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '3', '4', '5', '2']","[97, 90, 26, 0, 30]","['', '', 'Subregion removed for having a nested makeup or surplus region', 'Subregion removed for not having any annotations', '']"
09_17_sparse_code.cha,10800000,422870,1,3,11991360,0,422870,0,0,1614230,0,0.0,0.45,0.0,0.12,3.0,0.12,0.12,11.08,3.33,3.48,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '5', '3', '2', '4']","[136, 0, 22, 82, 19]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for having a nested makeup or surplus region']"
10_06_sparse_code.cha,0,0,0,0,39902980,0,3242010,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,11.98,11.08,0.9,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
10_07_sparse_code.cha,0,8214470,0,0,32633520,0,5559620,0,0,0,0,0.0,0.0,0.0,1.54,0.0,2.28,0.0,12.89,9.06,1.54,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
10_08_sparse_code.cha,14400000,402390,0,4,13583390,0,414220,0,0,0,0,0.0,0.0,0.0,0.12,4.0,0.11,0.0,16.0,3.77,3.7,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '5', '1', '2']","[165, 282, 0, 285, 327]","['', '', 'Subregion removed for not having any annotations', '', '']"
10_09_sparse_code.cha,14400000,0,1,4,14769440,0,797200,0,0,1166640,0,0.0,0.32,0.0,0.22,4.0,0.0,0.0,16.0,4.1,7.16,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '1', '5', '2', '4']","[143, 16, 36, 77, 261]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
10_10_sparse_code.cha,14400000,2011380,1,4,14401670,0,0,0,0,2013050,0,0.0,0.56,0.0,0.0,4.0,0.56,0.0,16.0,4.0,5.66,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '1', '4', '2', '5']","[247, 98, 149, 28, 41]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
10_11_sparse_code.cha,18000000,1368110,0,5,16529230,0,102660,0,0,0,0,0.0,0.0,0.0,0.03,5.0,0.38,0.0,13.83,4.59,4.52,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '3', '5', '2', '4']","[96, 90, 20, 146, 108]","['', '', '', '', '']"
10_12_sparse_code.cha,14400000,0,0,4,13987120,0,412880,0,0,0,0,0.0,0.0,0.0,0.11,4.0,0.0,0.0,16.0,3.89,4.65,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '2', '3', '4', '5']","[110, 139, 60, 141, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
10_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,4.0,4.91,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '5', '3', '1', '2']","[107, 0, 45, 116, 126]","['', 'Subregion removed for not having any annotations', '', '', '']"
10_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,5.72,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '3', '1', '4', '5']","[175, 95, 139, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
10_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,3.0,9.59,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '2', '3', '1', '5']","[0, 107, 272, 218, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
10_16_sparse_code.cha,10800000,0,0,3,10736340,0,63660,0,0,0,0,0.0,0.0,0.0,0.02,3.0,0.0,0.0,16.0,2.98,5.69,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '3', '1', '2', '5']","[0, 88, 240, 91, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
10_17_sparse_code.cha,10800000,1079720,1,3,10524200,0,0,0,0,803920,0,0.0,0.22,0.0,0.0,3.0,0.3,0.0,16.0,2.92,4.11,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '2', '3', '5', '1']","[30, 30, 84, 0, 30]","['Subregion removed for having a nested makeup or surplus region', '', '', 'Subregion removed for not having any annotations', '']"
11_06_sparse_code.cha,0,8053850,0,0,30626480,0,5818100,0,0,0,0,0.0,0.0,0.0,1.62,0.0,2.24,0.0,12.36,8.51,1.62,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
11_07_sparse_code.cha,0,0,0,0,34809860,0,10095750,0,0,0,0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,12.47,9.67,2.8,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
11_08_sparse_code.cha,14400000,0,1,4,14391820,0,969740,0,0,961560,0,0.0,0.27,0.0,0.27,4.0,0.0,0.0,12.21,4.0,0.73,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '3', '5', '1', '4']","[76, 10, 18, 178, 98]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
11_09_sparse_code.cha,14400000,193650,0,4,18395120,1,990370,1,3597880,0,1387610,0.39,0.0,1.0,0.28,4.0,0.05,0.05,12.12,5.11,1.98,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['5', '1', '4', '2', '3']","[114, 17, 88, 86, 18]","['Subregion removed for overlapping with surplus', '', '', '', '']"
