Filename,subj,month,subreg_tot_ms,makeup_tot_ms,extra_tot_ms,sil_tot_ms,skip_tot_ms,num_subreg_annots,num_extra_subreg,num_makeup_subreg,total_listen_ms,total_listen_hr
07_17_sparse_code.cha,7,17,10800000,0,0,0,0,3,0,0,10800000,3
19_06_sparse_code.cha,19,6,0,0,0,12773470,25561050,0,0,0,30113710,8.364919444
04_06_sparse_code.cha,4,6,0,0,0,12555400,4152680,0,0,0,30136030,8.371119444
39_08_sparse_code.cha,39,8,14400000,925030,0,1524620,0,4,0,1,13800410,3.833447222
37_09_sparse_code.cha,37,9,14400000,0,0,583000,0,4,0,0,13817000,3.838055556
22_11_sparse_code.cha,22,11,14400000,1095830,0,330880,1310220,4,0,1,13854730,3.848536111
26_09_sparse_code.cha,26,9,14400000,0,0,521730,0,4,0,0,13878270,3.855075
17_10_sparse_code.cha,17,10,14400000,1681570,0,253940,1939260,4,0,1,13888370,3.857880556
40_12_sparse_code.cha,40,12,14400000,0,0,0,511110,4,0,0,13888890,3.858025
08_14_sparse_code.cha,8,14,10800000,0,0,0,0,3,0,0,10800000,3
08_15_sparse_code.cha,8,15,10800000,0,0,0,0,3,0,0,10800000,3
08_16_sparse_code.cha,8,16,10800000,0,0,0,0,3,0,0,10800000,3
08_17_sparse_code.cha,8,17,10800000,0,0,72790,72700,3,0,0,10654510,2.959586111
16_07_sparse_code.cha,16,7,0,0,0,27423490,0,0,0,0,30176500,8.382361111
31_06_sparse_code.cha,31,6,0,0,0,27029690,3485200,0,0,0,30570300,8.49175
46_08_sparse_code.cha,46,8,14400000,2297030,0,513190,2294820,4,0,1,13889020,3.858061111
03_13_sparse_code.cha,3,13,14400000,289790,0,0,799980,4,0,1,13889810,3.858280556
42_10_sparse_code.cha,42,10,14400000,0,0,171380,336640,4,0,0,13891980,3.858883333
45_12_sparse_code.cha,45,12,14400000,900350,0,0,1404200,4,0,1,13896150,3.860041667
33_08_sparse_code.cha,33,8,14400000,0,0,0,497040,4,0,0,13902960,3.861933333
46_10_sparse_code.cha,46,10,14400000,780860,0,0,1266240,4,0,1,13914620,3.865172222
09_14_sparse_code.cha,9,14,10800000,0,0,0,0,3,0,0,10800000,3
09_15_sparse_code.cha,9,15,10800000,2359750,0,203050,2365190,3,0,1,10591510,2.942086111
09_16_sparse_code.cha,9,16,10800000,1889850,0,0,1925050,3,0,1,10764800,2.990222222
09_17_sparse_code.cha,9,17,10800000,1614230,0,422870,422870,3,0,1,11568490,3.213469444
22_07_sparse_code.cha,22,7,0,0,0,21076010,0,0,0,0,30663670,8.517686111
13_06_sparse_code.cha,13,6,0,0,0,10626990,13885760,0,0,0,30883940,8.578872222
16_10_sparse_code.cha,16,10,14400000,1546730,0,465600,1545320,4,0,1,13935810,3.871058333
13_11_sparse_code.cha,13,11,14400000,371790,0,138070,682900,4,0,1,13950820,3.875227778
18_08_sparse_code.cha,18,8,14399200,1292500,0,0,1737580,4,0,1,13954120,3.876144444
22_12_sparse_code.cha,22,12,14400000,1620080,0,452950,1590970,4,0,1,13976160,3.882266667
32_13_sparse_code.cha,32,13,14399000,2928930,0,915830,2431150,4,0,1,13980950,3.883597222
10_12_sparse_code.cha,10,12,14400000,0,0,412880,0,4,0,0,13987120,3.885311111
10_14_sparse_code.cha,10,14,10800000,0,0,0,0,3,0,0,10800000,3
10_15_sparse_code.cha,10,15,10800000,0,0,0,0,3,0,0,10800000,3
10_16_sparse_code.cha,10,16,10800000,0,0,63660,0,3,0,0,10736340,2.982316667
10_17_sparse_code.cha,10,17,10800000,803920,0,0,1079720,3,0,1,10524200,2.923388889
17_06_sparse_code.cha,17,6,0,0,0,26336680,11222620,0,0,0,31263310,8.684252778
16_06_sparse_code.cha,16,6,0,0,0,26305690,0,0,0,0,31294300,8.692861111
33_09_sparse_code.cha,33,9,14400000,0,0,399200,0,4,0,0,14000800,3.889111111
07_11_sparse_code.cha,7,11,14400000,686720,0,391110,688210,4,0,1,14007400,3.890944444
28_12_sparse_code.cha,28,12,14400000,0,0,391380,0,4,0,0,14008620,3.891283333
27_13_sparse_code.cha,27,13,14400000,0,0,389690,0,4,0,0,14010310,3.891752778
37_13_sparse_code.cha,37,13,14400000,0,0,191040,191040,4,0,0,14017920,3.893866667
17_13_sparse_code.cha,17,13,14400000,0,0,375120,0,4,0,0,14024880,3.8958
11_14_sparse_code.cha,11,14,10800000,0,0,0,0,3,0,0,10800000,3
11_15_sparse_code.cha,11,15,10800000,0,0,26180,0,3,0,0,10773820,2.992727778
11_16_sparse_code.cha,11,16,10800000,0,0,299530,0,3,0,0,10500470,2.916797222
11_17_sparse_code.cha,11,17,10800000,1529000,0,1530130,0,3,0,1,10798870,2.999686111
36_07_sparse_code.cha,36,7,0,0,0,15703400,426400,0,0,0,31342150,8.706152778
36_06_sparse_code.cha,36,6,0,0,0,8882420,462370,0,0,0,31459190,8.738663889
34_11_sparse_code.cha,34,11,14400000,0,0,366960,0,4,0,0,14033040,3.898066667
44_11_sparse_code.cha,44,11,14400000,0,0,363970,0,4,0,0,14036030,3.898897222
33_13_sparse_code.cha,33,13,14400000,0,0,354540,0,4,0,0,14045460,3.901516667
41_08_sparse_code.cha,41,8,14400000,899130,0,176220,1063370,4,0,1,14059540,3.905427778
14_11_sparse_code.cha,14,11,14400000,0,0,0,336210,4,0,0,14063790,3.906608333
44_08_sparse_code.cha,44,8,14400000,0,0,331450,0,4,0,0,14068550,3.907930556
12_14_sparse_code.cha,12,14,10800000,0,0,0,0,3,0,0,10800000,3
12_15_sparse_code.cha,12,15,10800000,0,0,0,0,3,0,0,10800000,3
12_16_sparse_code.cha,12,16,10800000,0,0,0,0,3,0,0,10800000,3
12_17_sparse_code.cha,12,17,10800000,2950,0,0,0,3,0,1,10802950,3.000819444
02_06_sparse_code.cha,2,6,0,0,0,26020290,2709540,0,0,0,31579700,8.772138889
09_06_sparse_code.cha,9,6,0,0,0,25707100,0,0,0,0,31892890,8.859136111
45_08_sparse_code.cha,45,8,14400000,2700380,0,1279780,1723990,4,0,1,14096610,3.915725
43_13_sparse_code.cha,43,13,14400000,1074330,0,0,1374960,4,0,1,14099370,3.916491667
37_12_sparse_code.cha,37,12,14400000,0,0,285060,0,4,0,0,14114940,3.920816667
35_13_sparse_code.cha,35,13,14399000,0,0,267810,0,4,0,0,14131190,3.925330556
20_09_sparse_code.cha,20,9,14400000,717520,0,257170,719580,4,0,1,14140770,3.927991667
29_09_sparse_code.cha,29,9,14400000,0,0,0,258780,4,0,0,14141220,3.928116667
13_14_sparse_code.cha,13,14,10800000,0,0,0,0,3,0,0,10800000,3
13_15_sparse_code.cha,13,15,10800000,0,0,0,0,3,0,0,10800000,3
13_16_sparse_code.cha,13,16,10800000,832730,0,860960,0,3,0,1,10771770,2.992158333
13_17_sparse_code.cha,13,17,10799000,600520,0,0,598460,3,0,1,10801060,3.000294444
18_06_sparse_code.cha,18,6,0,0,0,19582580,0,0,0,0,32015160,8.8931
03_06_sparse_code.cha,3,6,0,0,0,25518140,28740890,0,0,0,32081850,8.911625
36_09_sparse_code.cha,36,9,14400000,0,0,258360,0,4,0,0,14141640,3.928233333
12_13_sparse_code.cha,12,13,14400000,0,0,255650,0,4,0,0,14144350,3.928986111
08_13_sparse_code.cha,8,13,14400000,1808150,0,0,2051450,4,0,1,14156700,3.932416667
45_11_sparse_code.cha,45,11,14400000,0,0,229650,0,4,0,0,14170350,3.936208333
16_09_sparse_code.cha,16,9,14400000,0,0,226560,0,4,0,0,14173440,3.937066667
14_10_sparse_code.cha,14,10,14400000,0,0,0,221320,4,0,0,14178680,3.938522222
14_14_sparse_code.cha,14,14,10800000,3097140,0,0,0,3,0,1,13897140,3.860316667
14_15_sparse_code.cha,14,15,10800000,0,0,98990,0,3,0,0,10701010,2.972502778
14_16_sparse_code.cha,14,16,10800000,0,0,0,0,3,0,0,10800000,3
14_17_sparse_code.cha,14,17,10800000,0,0,0,0,3,0,0,10800000,3
02_07_sparse_code.cha,2,7,0,0,0,25298570,0,0,0,0,32301420,8.972616667
45_06_sparse_code.cha,45,6,0,0,0,13380400,1187830,0,0,0,32415590,9.004330556
33_10_sparse_code.cha,33,10,14400000,0,0,217820,0,4,0,0,14182180,3.939494444
37_11_sparse_code.cha,37,11,14400000,0,0,198500,0,4,0,0,14201500,3.944861111
45_09_sparse_code.cha,45,9,14400000,1410960,0,198430,1410480,4,0,1,14202050,3.945013889
21_08_sparse_code.cha,21,8,14400000,0,0,0,191140,4,0,0,14208860,3.946905556
16_13_sparse_code.cha,16,13,14400000,0,0,181970,0,4,0,0,14218030,3.949452778
31_13_sparse_code.cha,31,13,14400000,0,0,178280,0,4,0,0,14221720,3.950477778
15_14_sparse_code.cha,15,14,10800000,2036130,0,2010590,0,3,0,1,10825540,3.007094444
15_15_sparse_code.cha,15,15,10800000,0,0,0,0,3,0,0,10800000,3
15_16_sparse_code.cha,15,16,10800000,0,0,0,0,3,0,0,10800000,3
15_17_sparse_code.cha,15,17,10800000,0,0,315990,0,3,0,0,10484010,2.912225
03_07_sparse_code.cha,3,7,0,0,0,25151650,28534480,0,0,0,32448340,9.013427778
28_07_sparse_code.cha,28,7,0,0,0,10987710,0,0,0,0,32925840,9.146066667
32_08_sparse_code.cha,32,8,14400000,0,0,158080,0,4,0,0,14241920,3.956088889
17_12_sparse_code.cha,17,12,14400000,0,0,157540,0,4,0,0,14242460,3.956238889
32_10_sparse_code.cha,32,10,14400000,0,0,156430,0,4,0,0,14243570,3.956547222
32_11_sparse_code.cha,32,11,14400000,841110,0,985780,0,4,0,1,14255330,3.959813889
06_13_sparse_code.cha,6,13,14400000,0,0,131300,0,4,0,0,14268700,3.963527778
01_13_sparse_code.cha,1,13,14400000,0,0,0,126870,4,0,0,14273130,3.964758333
16_14_sparse_code.cha,16,14,10800000,0,0,115540,0,3,0,0,10684460,2.967905556
16_15_sparse_code.cha,16,15,10800000,0,0,0,0,3,0,0,10800000,3
16_16_sparse_code.cha,16,16,10800000,0,0,0,0,3,0,0,10800000,3
16_17_sparse_code.cha,16,17,10800000,0,0,0,0,3,0,0,10800000,3
17_07_sparse_code.cha,17,7,0,0,0,24298110,0,0,0,0,33301880,9.250522222
21_07_sparse_code.cha,21,7,0,0,0,8307540,6493660,0,0,0,33312260,9.253405556
36_12_sparse_code.cha,36,12,14400000,0,0,60980,60980,4,0,0,14278040,3.966122222
28_10_sparse_code.cha,28,10,14400000,1196910,0,159270,1143370,4,0,1,14294270,3.970630556
39_09_sparse_code.cha,39,9,14400000,644870,0,90150,643620,4,0,1,14311100,3.975305556
38_08_sparse_code.cha,38,8,14400000,0,0,43090,43090,4,0,0,14313820,3.976061111
